birth_year,games,games_starts,minutes,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,goals
1999,7,5,320,0,0,0,0,0,0.56,0,0.56,0.56,0.56,1.9,1.9,1.9,0.52,0.52,0.52,0.52,0.52,3.6,0,4,0,36.4,36.4,1.13,0.18,0.5,0.17,0.1,0.1,60,83,72.3,819,250,34,39,87.2,23,32,71.9,1,3,33.3,0,4,8,4,0,16,80,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5,9,2.54,7,0,0,2,0,0,0,0,0,0,0,0,0,5,2,1,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,2,4,0,138,3,22,64,56,19,138,138,138,138,138,138,95,95,95,7,4,2,2,102,102,10,2,0,8,9,0,0,0,0,14,6,4,60,2
2000,8,8,675,1,0,0,1,0,0,0.13,0.13,0,0.13,0.5,0.5,0.5,0.07,0.07,0.07,0.07,0.07,7.5,0,3,0,42.9,42.9,0.4,0,0,0.08,-0.5,-0.5,405,457,88.6,5756,1307,239,254,94.1,132,151,87.4,17,22,77.3,1,6,32,10,1,45,437,16,12,2,2,0,8,3,2,0,0,0,0,0,0,0,0,1,1,4,4,4,6,18,2.4,15,0,0,2,0,1,0.13,1,0,0,0,0,0,25,13,10,11,4,4,4,4,4,4,4,4,4,4,4,9,2,2,7,15,7,0,546,18,103,294,160,12,546,546,546,546,546,546,372,372,372,14,13,2,2,392,392,15,4,0,16,11,0,0,0,0,58,7,3,70,0
1989,7,7,539,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.3,0.05,0.05,0.05,0.05,0.05,6,0,1,0,16.7,16.7,0.17,0,0,0.05,-0.3,-0.3,248,284,87.3,3664,987,125,139,89.9,110,120,91.7,5,10,50,0,5,24,5,1,25,281,2,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,14,2.34,11,0,0,1,1,1,0.17,1,0,0,0,0,0,16,10,3,8,5,5,5,5,5,5,5,5,5,5,5,6,1,1,5,5,4,0,333,14,57,202,79,3,333,333,333,333,333,333,221,221,221,13,10,1,1,221,221,5,7,0,8,11,0,0,0,0,55,0,5,0,0
2004,6,2,203,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,0.25,0.25,0.25,0.25,0.25,2.3,0,2,0,18.2,18.2,0.89,0,0,0.05,-0.6,-0.6,66,89,74.2,859,142,45,52,86.5,19,27,70.4,1,3,33.3,0,4,2,6,1,7,84,4,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,1,1,1,3,13,5.74,9,0,0,1,1,0,0,0,0,0,0,0,0,2,2,1,0,1,1,1,1,1,1,1,1,1,1,1,2,0,0,2,1,1,0,129,1,8,33,88,26,129,129,129,129,129,129,97,97,97,16,9,9,9,94,94,8,5,0,3,8,3,0,0,0,15,2,1,66.7,0
2001,8,7,617,1,0,0,1,0,0.15,0.15,0.29,0.15,0.29,1.1,1.1,1.1,0.16,0.16,0.16,0.16,0.16,6.9,0,3,0,23.1,23.1,0.44,0.08,0.33,0.08,-0.1,-0.1,178,244,73,2935,966,92,103,89.3,63,77,81.8,16,38,42.1,1,12,21,8,3,26,214,28,9,2,2,3,34,15,11,3,0,0,0,0,0,0,0,3,3,2,2,2,10,24,3.5,14,5,5,3,0,4,0.58,2,1,1,0,0,1,17,9,5,8,4,4,4,4,4,4,4,4,4,4,4,11,2,2,9,3,3,0,317,9,40,132,147,12,317,317,317,317,317,317,189,189,189,11,14,1,1,199,199,7,3,0,6,12,1,0,0,0,33,6,3,66.7,1
1993,3,0,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,31,39,79.5,615,221,12,15,80,13,16,81.3,6,8,75,0,3,4,2,1,6,36,3,0,0,0,1,5,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,7.5,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,45,1,6,21,19,0,45,45,45,45,45,45,26,26,26,4,0,0,0,29,29,0,0,0,3,0,1,0,0,0,2,0,2,0,0
2000,8,7,661,1,0,0,2,0,0,0.14,0.14,0,0.14,1.1,1.1,1.1,0.15,0.15,0.15,0.15,0.15,7.3,0,2,1,14.3,14.3,0.27,0,0,0.08,-1.1,-1.1,204,299,68.2,3651,1277,104,125,83.2,52,81,64.2,37,69,53.6,1,15,22,7,1,32,240,58,23,3,3,5,44,29,12,15,0,0,0,0,0,0,0,0,0,1,1,1,6,31,4.22,13,13,13,0,3,2,0.27,2,0,0,0,0,0,9,7,1,4,4,4,4,4,4,4,4,4,4,4,4,5,2,2,3,6,3,0,391,6,49,170,180,27,391,391,391,391,391,391,208,208,208,19,19,5,5,242,242,19,6,0,6,13,0,0,0,0,35,10,12,45.5,0
2001,7,5,436,1,0,0,1,0,0,0.21,0.21,0,0.21,0.3,0.3,0.3,0.05,0.05,0.05,0.05,0.05,4.8,0,2,0,33.3,33.3,0.41,0,0,0.04,-0.3,-0.3,368,405,90.9,5900,1509,179,185,96.8,158,170,92.9,20,33,60.6,1,11,27,10,2,39,380,22,9,3,3,2,14,7,5,2,0,0,0,0,0,0,0,0,0,3,3,3,3,22,4.54,19,2,2,1,0,5,1.03,4,0,0,1,0,0,7,6,5,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2,3,0,3,0,440,17,87,269,87,1,440,440,440,440,440,440,252,252,252,7,7,0,0,354,354,6,2,0,3,5,0,0,0,0,22,1,4,20,0
1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,66.7,58,10,0,0,0,1,1,100,1,2,50,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,3,1,0,4,4,4,4,4,4,3,3,3,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2001,8,8,625,0,0,0,3,0,0,0,0,0,0,0.2,0.2,0.2,0.02,0.02,0.02,0.02,0.02,6.9,0,0,0,0,0,0,0,0,0.03,-0.2,-0.2,220,270,81.5,3337,859,126,140,90,74,90,82.2,11,19,57.9,0,4,14,2,1,18,258,10,10,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,14,2.02,9,0,0,1,1,0,0,0,0,0,0,0,0,20,15,5,12,3,3,3,3,3,3,3,3,3,3,3,8,1,1,7,4,7,0,342,11,104,177,67,6,342,342,342,342,342,342,205,205,205,4,5,1,1,223,223,10,11,0,17,11,0,0,1,0,42,4,5,44.4,0
1999,5,2,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,100,124,80.6,1561,469,47,51,92.2,50,54,92.6,1,10,10,0,0,7,0,0,6,116,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,2,5,0,140,15,69,70,1,0,140,140,140,140,140,140,101,101,101,5,1,1,1,99,99,2,0,0,2,0,1,0,0,0,12,1,1,50,0
1997,7,4,427,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.01,0.01,0.01,0.01,0.01,4.7,0,0,0,0,0,0,0,0,0.03,-0.1,-0.1,304,352,86.4,5396,1359,133,145,91.7,143,157,91.1,25,34,73.5,0,4,12,3,2,22,313,38,2,0,0,4,9,0,0,0,0,0,0,0,0,0,0,34,34,1,1,1,9,9,1.89,8,0,0,0,1,0,0,0,0,0,0,0,0,11,6,6,3,2,2,2,2,2,2,2,2,2,2,2,4,1,1,3,7,15,1,408,33,146,195,70,6,408,408,408,408,408,408,256,256,256,5,6,1,1,277,277,13,2,0,5,7,0,0,0,0,27,9,1,90,0
2000,2,0,16,1,0,0,0,0,0,5.63,5.63,0,5.63,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,13,16,81.3,223,16,6,7,85.7,6,7,85.7,1,1,100,1,1,0,0,0,1,15,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,11.25,1,0,0,0,0,2,11.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,2,7,9,2,18,18,18,18,18,18,12,12,12,3,0,1,1,12,12,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2001,7,6,542,2,0,0,5,0,0.33,0.33,0.66,0.33,0.66,1.7,1.7,1.7,0.28,0.28,0.28,0.28,0.28,6,0,7,0,46.7,46.7,1.16,0.13,0.29,0.11,0.3,0.3,153,189,81,2104,466,96,107,89.7,36,53,67.9,9,13,69.2,2,8,6,7,2,15,179,9,1,2,2,1,10,4,0,0,0,0,0,0,0,0,0,4,4,1,1,1,2,19,3.15,10,0,0,2,4,5,0.83,2,0,0,0,2,0,15,8,5,8,2,2,2,2,2,2,2,2,2,2,2,6,0,0,6,1,2,0,270,2,30,112,131,26,270,270,270,270,270,270,187,187,187,34,20,15,15,200,200,17,10,0,9,18,0,2,0,0,27,4,4,50,2
2002,4,0,71,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.7,0.87,0.87,0.87,0.87,0.87,0.8,0,1,0,50,50,1.27,0,0,0.34,-0.7,-0.7,25,34,73.5,316,124,16,21,76.2,9,12,75,0,0,0,0,0,0,1,0,6,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,2.54,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,4,0,54,4,13,25,18,7,54,54,54,54,54,54,31,31,31,3,2,1,1,32,32,3,1,0,3,2,0,0,0,0,7,1,2,33.3,0
1995,4,2,195,1,0,0,1,0,0,0.46,0.46,0,0.46,0.4,0.4,0.4,0.17,0.17,0.17,0.17,0.17,2.2,0,0,0,0,0,0,0,0,0.07,-0.4,-0.4,100,115,87,1404,171,58,60,96.7,32,37,86.5,5,8,62.5,1,7,1,3,0,4,103,12,2,0,0,2,5,5,2,0,0,0,0,0,0,0,0,5,5,0,0,0,2,10,4.62,9,0,0,1,0,1,0.46,1,0,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,1,1,0,141,2,15,43,85,20,141,141,141,141,141,141,98,98,98,18,5,11,11,101,101,7,5,0,1,6,0,0,0,0,11,1,1,50,0
1991,6,6,528,0,0,0,1,0,0.34,0,0.34,0.34,0.34,1.1,1.1,1.1,0.18,0.18,0.18,0.18,0.18,5.9,0,7,1,58.3,58.3,1.19,0.17,0.29,0.09,0.9,0.9,431,491,87.8,7092,2165,234,247,94.7,151,162,93.2,33,57,57.9,0,17,41,13,3,52,444,45,21,1,1,5,26,22,6,9,0,0,0,0,0,0,0,2,2,2,2,2,7,33,5.63,21,8,8,1,0,2,0.34,0,0,0,0,0,0,7,2,2,3,2,2,2,2,2,2,2,2,2,2,2,12,1,1,11,5,5,0,551,27,135,264,153,14,551,551,551,551,551,551,345,345,345,10,7,0,0,419,419,7,5,0,4,2,0,0,1,0,22,3,2,60,2
2000,7,7,629,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.03,0.03,0.03,0.03,0.03,7,0,0,0,0,0,0,0,0,0.12,-0.2,-0.2,400,438,91.3,8462,3076,108,113,95.6,237,246,96.3,53,72,73.6,0,2,37,2,0,19,423,15,15,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1.14,6,0,0,1,1,0,0,0,0,0,0,0,0,10,7,9,1,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,5,35,0,500,72,252,235,16,2,500,500,500,500,500,500,337,337,337,6,2,0,0,358,358,3,1,0,4,9,0,0,0,0,34,8,6,57.1,0
1997,8,8,704,1,0,0,4,0,0.13,0.13,0.26,0.13,0.26,0.8,0.8,0.8,0.1,0.1,0.1,0.1,0.1,7.8,0,3,0,42.9,42.9,0.38,0.14,0.33,0.11,0.2,0.2,440,510,86.3,7563,1778,213,233,91.4,184,206,89.3,36,54,66.7,1,13,40,12,1,55,495,15,15,5,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,3.58,24,1,1,0,0,4,0.51,3,0,0,0,0,0,17,10,12,3,2,2,2,2,2,2,2,2,2,2,2,11,3,3,8,4,3,0,587,15,113,356,128,12,587,587,587,587,587,587,429,429,429,12,14,4,4,480,480,13,11,0,13,18,0,0,0,0,47,5,3,62.5,1
2003,6,5,410,2,0,0,0,1,0,0.44,0.44,0,0.44,0.1,0.1,0.1,0.02,0.02,0.02,0.02,0.02,4.6,0,0,0,0,0,0,0,0,0.03,-0.1,-0.1,323,376,85.9,4410,1191,202,221,91.4,104,122,85.2,9,15,60,2,3,13,5,1,22,337,38,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,33,33,1,1,1,8,6,1.32,6,0,0,0,0,2,0.44,2,0,0,0,0,0,13,6,10,3,0,0,0,0,0,0,0,0,0,0,0,7,1,1,6,3,6,0,427,11,100,189,144,12,427,427,427,427,427,427,294,294,294,25,13,3,3,297,297,9,1,0,8,5,1,0,0,0,31,1,4,20,0
2002,6,5,461,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.03,0.03,0.03,0.03,0.03,5.1,0,1,0,33.3,33.3,0.2,0,0,0.06,-0.2,-0.2,329,381,86.4,5566,1436,147,162,90.7,148,165,89.7,25,35,71.4,0,4,40,3,0,25,351,30,6,2,2,5,6,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,9,7,1.37,7,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,4,1,1,1,1,1,1,1,1,1,1,1,6,3,3,3,4,10,0,434,13,105,265,67,6,434,434,434,434,434,434,273,273,273,11,9,1,1,292,292,5,5,0,4,5,0,0,0,0,33,8,6,57.1,0
2000,8,8,708,1,1,2,0,0,1.02,0.13,1.14,0.89,1.02,7.9,6.3,6.3,1.01,1.01,1.01,0.81,0.81,7.9,2,15,0,50,50,1.91,0.23,0.47,0.21,0.1,0.7,64,95,67.4,722,124,41,54,75.9,13,16,81.3,2,3,66.7,1,10,2,4,0,5,91,4,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,2.03,10,0,0,4,2,2,0.25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,1,5,0,160,5,8,44,108,48,158,158,158,158,158,158,99,99,99,5,4,3,3,128,128,13,5,0,5,5,1,0,0,0,7,9,12,42.9,8
2004,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2,2,100,14,0,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,4,4,4,4,4,4,3,3,3,0,1,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2004,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2,2,100,21,10,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,1,0,5,5,5,5,5,5,2,2,2,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0
1997,7,7,558,0,0,0,1,0,0.32,0,0.32,0.32,0.32,0.7,0.7,0.7,0.11,0.11,0.11,0.11,0.11,6.2,0,3,0,30,30,0.48,0.2,0.67,0.07,1.3,1.3,160,232,69,2476,970,81,98,82.7,57,73,78.1,12,38,31.6,0,11,22,8,2,24,203,29,9,1,1,1,20,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,8,20,3.23,14,4,4,1,1,1,0.16,1,0,0,0,0,0,10,6,6,3,1,1,1,1,1,1,1,1,1,1,1,11,1,1,10,3,7,0,294,8,66,144,87,14,294,294,294,294,294,294,124,124,124,7,3,2,2,172,172,9,6,0,8,3,0,0,0,0,36,0,3,0,2
2005,1,0,75,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.33,0.33,0.33,0.33,0.33,0.8,0,1,0,100,100,1.2,0,0,0.28,-0.3,-0.3,11,14,78.6,172,14,5,8,62.5,4,4,100,1,1,100,0,0,0,1,0,1,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,8,6,5,1,19,19,19,19,19,19,9,9,9,0,1,0,0,11,11,0,0,0,2,2,0,0,0,0,3,0,0,0,0
1996,2,1,122,1,0,0,0,0,0.74,0.74,1.48,0.74,1.48,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,1.4,0,1,0,25,25,0.74,0.25,1,0.07,0.7,0.7,26,40,65,363,155,17,19,89.5,4,9,44.4,3,5,60,1,3,1,4,2,2,38,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,7,5.16,4,0,0,2,0,1,0.74,0,0,0,1,0,0,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,1,1,0,65,2,9,20,37,7,65,65,65,65,65,65,40,40,40,6,4,1,1,36,36,3,1,0,2,4,0,0,0,0,11,1,2,33.3,1
1999,8,5,463,1,1,1,3,0,0.19,0.19,0.39,0,0.19,1.6,0.8,0.8,0.31,0.31,0.31,0.16,0.16,5.1,1,0,0,0,0,0,0,0,0.1,-0.6,-0.8,156,182,85.7,2059,436,106,118,89.8,40,47,85.1,4,5,80,1,7,15,6,0,21,178,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,1.94,9,0,0,0,1,1,0.19,1,0,0,0,0,0,13,5,1,9,3,3,3,3,3,3,3,3,3,3,3,7,1,1,6,3,4,0,238,7,30,106,105,26,237,237,237,237,237,237,139,139,139,8,6,2,2,177,177,7,5,0,11,9,2,0,0,0,21,10,11,47.6,1
2000,4,3,298,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0,1,0,100,100,0.3,0,0,0.02,0,0,272,284,95.8,4808,1815,102,106,96.2,151,151,100,15,21,71.4,0,0,5,0,0,13,280,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,5,12,0,318,42,181,133,5,1,318,318,318,318,318,318,236,236,236,1,1,0,0,251,251,1,0,0,0,1,0,0,0,0,12,9,7,56.3,0
1996,8,5,414,0,0,0,2,0,1.09,0,1.09,1.09,1.09,1.2,1.2,1.2,0.27,0.27,0.27,0.27,0.27,4.6,0,5,0,41.7,41.7,1.09,0.42,1,0.1,3.8,3.8,105,130,80.8,1512,319,63,71,88.7,35,44,79.5,4,5,80,0,2,3,2,2,12,127,3,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,10,2.17,7,0,0,1,1,1,0.22,0,0,0,1,0,0,6,3,4,2,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3,3,1,0,179,4,43,76,64,22,179,179,179,179,179,179,126,126,126,11,6,4,4,125,125,14,3,0,4,7,2,0,0,0,27,0,4,0,5
1997,5,5,401,1,0,0,1,0,0,0.22,0.22,0,0.22,0.1,0.1,0.1,0.02,0.02,0.02,0.02,0.02,4.5,0,0,0,0,0,0,0,0,0.04,-0.1,-0.1,147,183,80.3,2291,763,82,94,87.2,51,61,83.6,11,19,57.9,1,4,10,7,2,20,165,17,2,0,0,3,11,0,0,0,0,0,0,0,0,0,0,15,15,1,1,1,4,13,2.92,10,0,0,0,0,3,0.67,2,0,0,0,0,0,7,5,3,3,1,1,1,1,1,1,1,1,1,1,1,8,3,3,5,5,5,1,227,14,78,93,59,7,227,227,227,227,227,227,115,115,115,13,3,3,3,126,126,8,7,0,4,6,2,0,0,0,24,4,5,44.4,0
1992,8,8,625,0,0,0,0,0,0.86,0,0.86,0.86,0.86,3.2,3.2,3.2,0.46,0.46,0.46,0.46,0.46,6.9,0,11,0,47.8,47.8,1.58,0.26,0.55,0.14,2.8,2.8,169,206,82,2195,498,108,123,87.8,48,56,85.7,4,7,57.1,0,13,8,11,0,30,193,12,1,3,3,0,8,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,8,30,4.32,25,0,0,2,1,2,0.29,2,0,0,0,0,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,264,2,17,77,174,51,264,264,264,264,264,264,189,189,189,17,12,9,9,215,215,13,4,0,3,9,3,0,1,0,16,1,3,25,6
2002,8,8,630,0,0,0,5,0,0,0,0,0,0,0.2,0.2,0.2,0.03,0.03,0.03,0.03,0.03,7,0,1,0,14.3,14.3,0.14,0,0,0.03,-0.2,-0.2,225,257,87.5,3532,848,122,128,95.3,88,101,87.1,12,17,70.6,0,1,10,2,0,19,235,22,2,1,1,3,5,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,7,7,1,6,0,0,0,1,0,0,0,0,0,0,0,0,14,9,8,2,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,2,9,0,325,21,120,142,69,6,325,325,325,325,325,325,198,198,198,8,3,1,1,209,209,11,5,0,10,13,0,0,0,0,39,1,8,11.1,0
2002,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,10,11,90.9,215,81,4,4,100,3,4,75,2,2,100,0,0,4,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,7,0,12,12,12,12,12,12,9,9,9,0,1,0,0,11,11,0,1,0,1,0,0,0,0,0,0,1,0,100,0
2005,1,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,45,51,88.2,500,74,30,31,96.8,11,15,73.3,0,0,0,0,2,2,0,0,3,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,55,1,14,30,11,1,55,55,55,55,55,55,34,34,34,1,1,0,0,42,42,0,0,0,2,1,0,0,0,0,5,0,0,0,0
2000,4,3,229,0,0,0,0,0,0.39,0,0.39,0.39,0.39,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,2.5,0,2,0,66.7,66.7,0.79,0.33,0.5,0.04,0.9,0.9,76,98,77.6,1187,269,45,50,90,19,26,73.1,9,15,60,0,4,5,3,0,8,93,5,2,1,1,0,9,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,10,3.93,8,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,3,0,2,0,116,2,14,38,66,10,116,116,116,116,116,116,81,81,81,18,7,8,8,91,91,0,2,0,5,3,2,0,0,0,8,0,4,0,1
1995,5,4,361,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.2,0.04,0.04,0.04,0.04,0.04,4,0,2,0,100,100,0.5,0,0,0.08,-0.2,-0.2,169,189,89.4,2326,584,96,105,91.4,62,65,95.4,4,8,50,0,2,22,2,0,16,182,7,3,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1.75,6,0,0,0,0,0,0,0,0,0,0,0,0,12,6,4,4,4,4,4,4,4,4,4,4,4,4,4,12,5,5,7,4,12,0,239,24,68,125,47,2,239,239,239,239,239,239,102,102,102,4,2,0,0,132,132,3,10,0,6,4,0,0,0,0,35,0,3,0,0
1995,7,0,129,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.1,0.04,0.04,0.04,0.04,0.04,1.4,0,0,0,0,0,0,0,0,0.03,-0.1,-0.1,128,147,87.1,2222,758,60,67,89.6,46,49,93.9,16,21,76.2,0,0,16,1,0,10,144,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,1.4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,1,4,0,165,7,57,77,32,1,165,165,165,165,165,165,105,105,105,0,5,0,0,127,127,2,0,0,2,1,0,0,0,0,15,0,3,0,0
