birth_year,games,games_starts,minutes,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,goals
1991,6,2,156,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.04,0.04,0.04,0.04,0.04,1.7,0,0,0,0,0,0,0,0,0.04,-0.1,-0.1,93,107,86.9,1304,230,58,62,93.5,27,29,93.1,5,9,55.6,0,3,8,1,0,9,101,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,6,3.46,6,0,0,0,0,1,0.58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3,0,1,0,122,3,12,66,44,4,122,122,122,122,122,122,83,83,83,2,3,2,2,100,100,2,5,0,1,1,0,0,0,0,8,2,1,66.7,0
1997,5,3,262,0,0,0,0,0,0.69,0,0.69,0.69,0.69,2.5,2.5,2.5,0.86,0.86,0.86,0.86,0.86,2.9,0,3,0,27.3,27.3,1.03,0.18,0.67,0.23,-0.5,-0.5,27,55,49.1,300,80,22,34,64.7,3,12,25,1,2,50,0,1,4,1,0,2,55,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1.37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,0,97,4,4,42,51,20,97,97,97,97,97,97,53,53,53,5,0,5,5,74,74,11,6,0,4,0,0,0,0,0,9,19,15,55.9,2
2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,5,3,252,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.13,0.13,0.13,0.13,0.13,2.8,0,1,0,33.3,33.3,0.36,0,0,0.12,-0.4,-0.4,161,186,86.6,3200,1435,45,46,97.8,101,107,94.4,14,30,46.7,0,0,8,0,0,9,179,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,9,0,212,33,126,80,6,5,212,212,212,212,212,212,132,132,132,0,0,0,0,155,155,0,0,0,1,0,1,0,0,0,13,4,5,44.4,0
1992,8,8,648,0,0,0,1,0,0.14,0,0.14,0.14,0.14,1.8,1.8,1.8,0.25,0.25,0.25,0.25,0.25,7.2,0,4,0,26.7,26.7,0.56,0.07,0.25,0.12,-0.8,-0.8,358,438,81.7,5964,2056,188,211,89.1,128,151,84.8,30,53,56.6,0,7,45,10,2,55,428,8,8,1,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,14,1.94,11,1,1,1,1,0,0,0,0,0,0,0,0,21,12,5,13,3,3,3,3,3,3,3,3,3,3,3,21,5,5,16,5,16,0,533,26,133,276,129,17,533,533,533,533,533,533,302,302,302,8,11,0,0,369,369,6,9,0,11,5,2,0,0,0,43,13,11,54.2,1
1997,8,8,707,1,0,0,2,0,0.25,0.13,0.38,0.25,0.38,2.9,2.9,2.9,0.37,0.37,0.37,0.37,0.37,7.9,0,8,0,50,50,1.02,0.13,0.25,0.19,-0.9,-0.9,260,319,81.5,4062,1235,135,149,90.6,100,122,82,16,30,53.3,1,2,15,5,1,18,262,57,6,0,0,1,9,0,0,0,0,0,0,0,0,0,0,51,51,0,0,0,6,13,1.65,8,0,0,5,0,3,0.38,3,0,0,0,0,0,21,11,9,11,1,1,1,1,1,1,1,1,1,1,1,13,4,4,9,6,15,0,415,22,132,173,113,26,415,415,415,415,415,415,224,224,224,19,9,8,8,232,232,9,3,0,10,9,0,0,0,1,39,3,4,42.9,2
1995,5,4,378,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.04,0.04,0.04,0.04,0.04,4.2,0,1,0,25,25,0.24,0,0,0.04,-0.2,-0.2,238,301,79.1,3839,1254,127,141,90.1,88,105,83.8,19,37,51.4,0,3,13,8,2,22,251,49,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,47,47,1,1,1,11,11,2.62,10,0,0,0,0,0,0,0,0,0,0,0,0,10,4,5,2,3,3,3,3,3,3,3,3,3,3,3,4,2,2,2,4,6,0,341,15,88,141,113,11,341,341,341,341,341,341,180,180,180,16,7,1,1,218,218,4,2,0,4,3,0,0,0,0,22,4,4,50,0
1994,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,1,1,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,2,1,69,2,0,0,1,0,0,2.61,2.61,0,2.61,0.2,0.2,0.2,0.26,0.26,0.26,0.26,0.26,0.8,0,1,0,25,25,1.3,0,0,0.05,-0.2,-0.2,17,24,70.8,235,67,10,13,76.9,5,6,83.3,1,1,100,2,2,1,0,0,0,24,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6.52,3,0,0,0,0,2,2.61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,1,20,15,4,34,34,34,34,34,34,29,29,29,5,3,3,3,29,29,1,0,0,0,3,1,0,0,0,2,0,0,0,0
2004,3,0,29,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.17,0.17,0.17,0.17,0.17,0.3,0,0,0,0,0,0,0,0,0.05,-0.1,-0.1,6,7,85.7,83,9,3,3,100,3,4,75,0,0,0,0,0,0,1,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,16,0,2,8,6,2,16,16,16,16,16,16,10,10,10,0,0,0,0,12,12,3,0,0,1,1,0,0,0,0,1,2,2,50,0
1996,6,4,336,1,0,0,3,0,0,0.27,0.27,0,0.27,1,1,1,0.26,0.26,0.26,0.26,0.26,3.7,0,2,1,28.6,28.6,0.54,0,0,0.14,-1,-1,145,197,73.6,2133,641,81,97,83.5,44,53,83,12,25,48,1,9,9,2,2,10,162,33,7,0,0,0,21,10,4,5,0,0,0,0,0,0,0,16,16,2,2,2,7,12,3.21,6,5,5,0,1,1,0.27,1,0,0,0,0,0,5,4,0,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,3,4,0,244,4,29,88,129,21,244,244,244,244,244,244,148,148,148,12,3,4,4,163,163,13,4,0,6,7,1,0,0,0,18,7,7,50,0
1999,6,4,365,0,0,0,2,0,0,0,0,0,0,0.3,0.3,0.3,0.07,0.07,0.07,0.07,0.07,4.1,0,1,0,20,20,0.25,0,0,0.06,-0.3,-0.3,83,102,81.4,1564,329,35,44,79.5,35,38,92.1,10,16,62.5,0,1,5,3,2,14,93,9,1,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1.73,5,0,0,0,0,1,0.25,1,0,0,0,0,0,9,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,3,0,0,149,6,36,68,49,8,149,149,149,149,149,149,90,90,90,7,6,2,2,88,88,13,5,0,5,10,0,0,0,0,29,0,1,0,0
1995,8,8,569,1,0,0,0,0,0,0.16,0.16,0,0.16,0.4,0.4,0.4,0.06,0.06,0.06,0.06,0.06,6.3,0,4,0,50,50,0.63,0,0,0.05,-0.4,-0.4,166,214,77.6,2995,741,80,85,94.1,59,73,80.8,22,39,56.4,1,8,13,7,2,23,194,19,5,3,3,1,15,4,4,0,0,0,0,0,0,0,0,0,0,1,1,1,5,16,2.53,10,1,1,1,1,0,0,0,0,0,0,0,0,10,5,3,2,5,5,5,5,5,5,5,5,5,5,5,13,1,1,12,7,7,0,281,11,39,130,118,19,281,281,281,281,281,281,171,171,171,14,12,2,2,182,182,9,11,0,10,7,1,0,1,0,29,3,10,23.1,0
2003,2,2,125,0,0,0,2,0,0.72,0,0.72,0.72,0.72,0.1,0.1,0.1,0.08,0.08,0.08,0.08,0.08,1.4,0,1,0,100,100,0.72,1,1,0.11,0.9,0.9,54,62,87.1,683,71,40,44,90.9,8,10,80,4,4,100,0,1,3,2,0,4,62,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2.88,3,0,0,0,0,2,1.44,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,7,26,40,11,73,73,73,73,73,73,49,49,49,2,2,2,2,56,56,0,2,0,2,1,0,0,0,0,4,0,2,0,1
1991,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.03,0.03,0.03,1,0,0,0,0,0,0,0,0,0.03,0,0,33,39,84.6,479,128,19,20,95,12,13,92.3,1,3,33.3,0,0,2,0,0,1,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,47,3,10,23,14,2,47,47,47,47,47,47,14,14,14,0,1,0,0,25,25,1,0,0,1,0,0,0,0,0,3,0,0,0,0
2001,8,7,640,1,0,0,2,0,0,0.14,0.14,0,0.14,0.3,0.3,0.3,0.05,0.05,0.05,0.05,0.05,7.1,0,0,0,0,0,0,0,0,0.11,-0.3,-0.3,407,478,85.1,7657,2567,139,155,89.7,232,256,90.6,31,54,57.4,1,2,18,1,0,26,438,37,14,1,1,4,0,0,0,0,0,0,0,0,0,0,0,22,22,3,3,3,3,5,0.7,5,0,0,0,0,2,0.28,2,0,0,0,0,0,9,5,7,2,0,0,0,0,0,0,0,0,0,0,0,5,1,1,4,12,33,1,550,81,305,208,40,15,550,550,550,550,550,550,328,328,328,3,7,0,0,375,375,6,1,0,3,2,0,0,0,0,42,21,10,67.7,0
2003,8,8,709,1,0,0,0,0,0,0.13,0.13,0,0.13,0.8,0.8,0.8,0.11,0.11,0.11,0.11,0.11,7.9,0,2,0,33.3,33.3,0.25,0,0,0.15,-0.8,-0.8,402,490,82,6270,2189,219,237,92.4,160,184,87,16,46,34.8,1,4,33,3,0,24,433,56,10,1,1,0,9,0,0,0,0,0,0,0,0,0,0,46,46,1,1,1,9,14,1.78,10,1,1,2,0,2,0.25,2,0,0,0,0,0,16,11,5,9,2,2,2,2,2,2,2,2,2,2,2,11,4,4,7,6,16,0,562,29,212,271,83,13,562,562,562,562,562,562,341,341,341,10,10,0,0,364,364,9,2,0,8,5,2,0,0,0,41,14,4,77.8,0
1997,6,5,470,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.01,0.01,0.01,0.01,0.01,5.2,0,1,0,50,50,0.19,0,0,0.03,-0.1,-0.1,222,266,83.5,4079,1196,78,85,91.8,122,137,89.1,16,36,44.4,0,4,19,3,0,17,233,33,21,0,0,2,14,11,7,0,1,1,1,1,1,1,1,1,1,0,0,0,2,9,1.72,7,2,2,0,0,0,0,0,0,0,0,0,0,9,6,5,4,0,0,0,0,0,0,0,0,0,0,0,4,3,3,1,14,3,0,307,15,79,182,51,1,307,307,307,307,307,307,165,165,165,2,3,0,0,177,177,4,3,0,7,4,0,0,0,0,34,3,4,42.9,0
1989,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,9,16,56.3,150,29,4,7,57.1,4,4,100,1,3,33.3,0,0,1,0,0,1,15,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5.29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,11,6,1,17,17,17,17,17,17,12,12,12,2,1,0,0,13,13,0,0,0,1,0,0,0,0,0,2,0,2,0,0
1996,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,16,11,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,2,2,2,2,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1992,8,8,716,4,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,247,353,70,4131,2102,115,125,92,106,141,75.2,19,61,31.1,4,11,21,10,6,27,286,64,3,1,1,2,20,0,0,0,0,0,0,0,0,0,0,61,61,3,3,3,13,19,2.39,12,4,4,0,2,4,0.5,4,0,0,0,0,0,22,16,18,2,2,2,2,2,2,2,2,2,2,2,2,10,3,3,7,9,23,0,432,35,165,178,94,3,432,432,432,432,432,432,190,190,190,22,11,1,1,224,224,8,3,0,4,7,1,0,0,0,33,8,5,61.5,0
1992,2,0,25,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.52,0.52,0.52,0.52,0.52,0.3,0,1,0,33.3,33.3,3.6,0,0,0.05,-0.1,-0.1,20,24,83.3,265,63,11,14,78.6,8,9,88.9,0,0,0,0,0,4,0,0,5,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,4,18,9,1,30,30,30,30,30,30,26,26,26,5,4,0,0,29,29,2,0,0,0,1,0,0,0,0,1,0,0,0,0
1998,2,2,180,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,136,152,89.5,2095,535,68,75,90.7,60,64,93.8,5,8,62.5,0,1,8,0,0,5,124,28,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,2,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,4,9,0,175,12,75,80,20,0,175,175,175,175,175,175,91,91,91,0,0,0,0,111,111,1,0,0,2,1,0,0,0,0,13,2,1,66.7,0
1996,8,8,690,1,0,0,3,0,0,0.13,0.13,0,0.13,0.1,0.1,0.1,0.01,0.01,0.01,0.01,0.01,7.7,0,0,0,0,0,0,0,0,0.03,-0.1,-0.1,369,435,84.8,5853,1278,204,220,92.7,142,157,90.4,18,40,45,1,5,19,6,0,34,417,17,16,2,2,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,7,14,1.83,13,1,1,0,0,2,0.26,2,0,0,0,0,0,14,9,7,6,1,1,1,1,1,1,1,1,1,1,1,10,6,6,4,6,9,0,490,23,138,271,87,5,490,490,490,490,490,490,283,283,283,4,5,2,2,335,335,2,2,0,10,19,0,0,0,0,54,5,6,45.5,0
1999,8,8,630,1,0,0,0,0,0.14,0.14,0.29,0.14,0.29,2,2,2,0.28,0.28,0.28,0.28,0.28,7,0,4,0,33.3,33.3,0.57,0.08,0.25,0.16,-1,-1,128,157,81.5,1537,346,86,98,87.8,31,38,81.6,3,8,37.5,1,6,12,3,0,12,135,22,2,3,3,1,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,2,15,2.14,9,0,0,1,0,3,0.43,2,0,0,1,0,0,11,6,4,6,1,1,1,1,1,1,1,1,1,1,1,8,2,2,6,2,4,0,249,7,36,140,84,21,249,249,249,249,249,249,142,142,142,20,20,5,5,162,162,24,16,0,6,8,2,0,0,0,21,6,8,42.9,1
1996,5,3,246,1,0,0,1,0,0,0.37,0.37,0,0.37,0.1,0.1,0.1,0.03,0.03,0.03,0.03,0.03,2.7,0,0,0,0,0,0,0,0,0.02,-0.1,-0.1,148,167,88.6,2178,538,86,88,97.7,46,55,83.6,9,13,69.2,1,5,11,1,1,7,166,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2.2,6,0,0,0,0,2,0.73,2,0,0,0,0,0,6,2,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,4,0,187,10,50,113,25,2,187,187,187,187,187,187,115,115,115,0,1,0,0,150,150,2,1,0,4,1,0,0,0,0,14,0,0,0,0
2002,8,8,675,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.02,0.02,0.02,0.02,0.02,7.5,0,1,0,20,20,0.13,0,0,0.04,-0.2,-0.2,379,447,84.8,7004,2094,141,147,95.9,201,227,88.5,32,60,53.3,0,1,12,2,0,27,423,23,8,2,2,2,2,0,0,0,0,0,0,0,0,0,0,15,15,1,1,1,3,5,0.67,3,0,0,2,0,1,0.13,1,0,0,0,0,0,7,3,1,5,1,1,1,1,1,1,1,1,1,1,1,5,3,3,2,7,23,2,510,50,228,252,33,5,510,510,510,510,510,510,355,355,355,5,5,0,0,354,354,4,4,0,5,3,0,0,1,1,37,9,14,39.1,0
1999,7,6,565,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.3,0.04,0.04,0.04,0.04,0.04,6.3,0,1,0,25,25,0.16,0,0,0.07,-0.3,-0.3,311,369,84.3,5183,1397,148,163,90.8,121,145,83.4,29,36,80.6,0,8,29,10,5,34,308,61,6,0,0,2,20,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,7,17,2.71,15,0,0,1,0,1,0.16,0,0,0,1,0,0,14,6,10,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,7,18,0,422,22,103,166,156,14,422,422,422,422,422,422,242,242,242,19,12,5,5,255,255,3,3,0,7,4,0,0,0,0,44,7,3,70,0
2000,2,0,54,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.12,0.12,0.12,0.12,0.12,0.6,0,1,0,100,100,1.67,0,0,0.07,-0.1,-0.1,12,16,75,234,112,6,8,75,4,5,80,2,3,66.7,0,0,3,0,0,4,15,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,27,2,12,12,4,1,27,27,27,27,27,27,16,16,16,0,0,0,0,13,13,2,0,0,3,1,0,0,0,0,6,0,0,0,0
2001,4,4,283,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.05,0.05,0.05,0.05,0.05,3.1,0,1,0,33.3,33.3,0.32,0,0,0.05,-0.2,-0.2,77,103,74.8,1378,254,37,47,78.7,32,35,91.4,7,13,53.8,0,2,5,2,0,7,99,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,0.95,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,6,3,0,130,6,34,79,20,1,130,130,130,130,130,130,65,65,65,3,3,0,0,78,78,3,2,0,1,1,0,0,1,0,19,5,1,83.3,0
1997,7,3,362,0,0,0,0,0,0.25,0,0.25,0.25,0.25,1.8,1.8,1.8,0.46,0.46,0.46,0.46,0.46,4,0,6,1,37.5,37.5,1.49,0.06,0.17,0.12,-0.8,-0.8,63,85,74.1,864,192,34,39,87.2,24,32,75,1,5,20,0,3,2,0,0,4,80,5,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,3,10,2.49,6,0,0,2,2,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,124,2,15,43,67,18,124,124,124,124,124,124,88,88,88,13,7,6,6,86,86,6,6,0,2,5,2,0,0,0,13,3,4,42.9,1
1998,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,1,1,100,10,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,2,2,2,2,2,2,2,2,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1993,4,0,47,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0.6,1.07,1.07,1.07,1.07,1.07,0.5,0,0,0,0,0,0,0,0,0.19,-0.6,-0.6,35,39,89.7,508,277,22,22,100,11,13,84.6,1,3,33.3,0,0,3,0,0,6,37,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,3.83,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,53,4,22,20,11,2,53,53,53,53,53,53,27,27,27,0,0,0,0,32,32,0,1,0,0,1,0,0,0,0,3,0,1,0,0
1998,3,0,60,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.14,0.14,0.14,0.14,0.14,0.7,0,0,0,0,0,0,0,0,0.05,-0.1,-0.1,36,45,80,514,145,22,24,91.7,12,15,80,1,2,50,0,1,4,0,0,4,41,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,63,1,14,33,16,2,63,63,63,63,63,63,31,31,31,3,0,1,1,41,41,2,3,0,4,0,0,0,0,0,6,0,0,0,0
1990,8,8,700,0,0,0,3,0,0,0,0,0,0,0.4,0.4,0.4,0.05,0.05,0.05,0.05,0.05,7.8,0,1,0,20,20,0.13,0,0,0.08,-0.4,-0.4,322,375,85.9,7086,2797,86,93,92.5,183,195,93.8,51,79,64.6,0,3,20,1,0,18,366,9,8,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.39,2,0,0,1,0,0,0,0,0,0,0,0,0,10,5,10,0,0,0,0,0,0,0,0,0,0,0,0,16,12,12,4,3,36,0,452,86,265,172,17,13,452,452,452,452,452,452,294,294,294,0,1,0,0,310,310,3,2,0,7,4,1,0,0,0,25,20,3,87,0
1991,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0.08,0.08,0.08,0.2,0,0,0,0,0,0,0,0,0.02,0,0,6,10,60,142,74,1,2,50,4,5,80,1,2,50,0,1,0,3,2,1,8,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,7.83,2,0,0,0,0,1,3.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,8,0,12,12,12,12,12,12,5,5,5,0,0,0,0,8,8,0,0,0,1,0,0,0,0,0,2,0,0,0,0
1999,5,2,230,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.4,0.14,0.14,0.14,0.14,0.14,2.6,0,2,0,50,50,0.78,0,0,0.09,-0.4,-0.4,168,183,91.8,2752,974,82,86,95.3,73,78,93.6,10,16,62.5,0,2,10,0,0,6,178,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,1.17,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,5,5,0,207,19,88,104,15,4,207,207,207,207,207,207,152,152,152,1,2,0,0,155,155,1,1,0,3,0,0,0,0,0,16,5,2,71.4,0
1995,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,85.7,113,13,2,3,66.7,4,4,100,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,9,1,6,3,0,0,9,9,9,9,9,9,3,3,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0
